educ age income Party fAge
HS 83 (15,30] Republican (75,100]
HSdrop 76 (15,30] Independent (75,100]
HSdrop 62 (15,30] Democrat (55,65]
MAdeg 47 (15,30] Democrat (45,55]
HS 35 (15,30] Democrat (25,35]
HS 23 (15,30] Independent (0,25]
Coll 79 (15,30] Democrat (75,100]
CCdeg 64 (15,30] Republican (55,65]
Coll 70 (15,30] Republican (65,75]
CCdeg 87 (15,30] Republican (75,100]
HSdrop 28 (15,30] Democrat (25,35]
HS 58 (15,30] Democrat (55,65]
HSdrop 85 (15,30] Democrat (75,100]
HS 62 (15,30] Democrat (55,65]
BAdeg 26 (15,30] Democrat (25,35]
HS 28 (15,30] Republican (25,35]
HSdrop 88 (15,30] Republican (75,100]
BAdeg 57 (15,30] Democrat (55,65]
HS 78 (15,30] Democrat (75,100]
HS 56 (15,30] Democrat (55,65]
CCdeg 46 (15,30] Independent (45,55]
HS 20 (15,30] Republican (0,25]
Coll 24 (15,30] Democrat (0,25]
Coll 72 (15,30] Independent (65,75]
Coll 51 (15,30] Democrat (45,55]
BAdeg 34 (15,30] Republican (25,35]
Coll 21 (15,30] Democrat (0,25]
MAdeg 74 (15,30] Independent (65,75]
MS 48 (15,30] Democrat (45,55]
HS 28 (15,30] Republican (25,35]
HSdrop 38 (15,30] Republican (35,45]
HS 70 (15,30] Democrat (65,75]
HSdrop 72 (15,30] Democrat (65,75]
HS 41 (15,30] Democrat (35,45]
MAdeg 50 (15,30] Democrat (45,55]
HS 73 (15,30] Republican (65,75]
BAdeg 79 (15,30] Democrat (75,100]
HSdrop 76 (15,30] Republican (75,100]
CCdeg 62 (15,30] Republican (55,65]
BAdeg 30 (15,30] Republican (25,35]
Coll 35 (15,30] Republican (25,35]
Coll 66 (15,30] Democrat (65,75]
Coll 35 (15,30] Democrat (25,35]
BAdeg 57 (15,30] Republican (55,65]
CCdeg 37 (15,30] Republican (35,45]
HS 61 (15,30] Democrat (55,65]
HS 56 (15,30] Republican (55,65]
HS 53 (15,30] Democrat (45,55]
BAdeg 24 (15,30] Independent (0,25]
HS 74 (15,30] Republican (65,75]
HS 36 (15,30] Democrat (35,45]
CCdeg 30 (15,30] Republican (25,35]
HSdrop 55 (15,30] Democrat (45,55]
BAdeg 35 (15,30] Independent (25,35]
Coll 26 (15,30] Democrat (25,35]
Coll 25 (15,30] Independent (0,25]
HS 27 (15,30] Independent (25,35]
HS 66 (15,30] Republican (65,75]
HSdrop 39 (15,30] Independent (35,45]
CCdeg 58 (15,30] Independent (55,65]
HS 53 (15,30] Democrat (45,55]
HS 76 (15,30] Democrat (75,100]
HS 51 (15,30] Democrat (45,55]
HSdrop 70 (15,30] Democrat (65,75]
Coll 68 (15,30] Republican (65,75]
HS 32 (15,30] Independent (25,35]
HS 55 (15,30] Republican (45,55]
Coll 52 (15,30] Democrat (45,55]
HSdrop 73 (15,30] Independent (65,75]
HSdrop 42 (15,30] Democrat (35,45]
CCdeg 23 (15,30] Independent (0,25]
MAdeg 30 (15,30] Democrat (25,35]
Coll 68 (15,30] Democrat (65,75]
HS 68 (15,30] Independent (65,75]
BAdeg 68 (15,30] Independent (65,75]
CCdeg 38 (15,30] Democrat (35,45]
HS 74 (15,30] Independent (65,75]
HSdrop 59 (15,30] Democrat (55,65]
HSdrop 73 (15,30] Independent (65,75]
HS 79 (15,30] Democrat (75,100]
Coll 28 (15,30] Republican (25,35]
HS 50 (15,30] Republican (45,55]
Coll 36 (15,30] Democrat (35,45]
HS 50 (15,30] Republican (45,55]
HS 61 (15,30] Republican (55,65]
Coll 37 (15,30] Democrat (35,45]
BAdeg 29 (15,30] Democrat (25,35]
Coll 39 (15,30] Democrat (35,45]
BAdeg 83 (15,30] Independent (75,100]
BAdeg 68 (15,30] Independent (65,75]
Coll 25 (15,30] Republican (0,25]
BAdeg 41 (15,30] Democrat (35,45]
HS 67 (15,30] Democrat (65,75]
BAdeg 36 (15,30] Independent (35,45]
Coll 66 (15,30] Independent (65,75]
Coll 55 (15,30] Democrat (45,55]
CCdeg 42 (15,30] Independent (35,45]
HS 42 (15,30] Republican (35,45]
HS 36 (15,30] Democrat (35,45]
CCdeg 53 (15,30] Independent (45,55]
CCdeg 36 (15,30] Democrat (35,45]
MAdeg 29 (15,30] Independent (25,35]
HS 31 (15,30] Democrat (25,35]
BAdeg 43 (15,30] Democrat (35,45]
BAdeg 33 (15,30] Democrat (25,35]
HS 63 (15,30] Democrat (55,65]
CCdeg 25 (15,30] Independent (0,25]
Coll 72 (15,30] Democrat (65,75]
Coll 40 (15,30] Democrat (35,45]
BAdeg 27 (15,30] Independent (25,35]
Coll 26 (15,30] Independent (25,35]
HS 67 (15,30] Republican (65,75]
HS 21 (15,30] Democrat (0,25]
MAdeg 27 (15,30] Republican (25,35]
BAdeg 78 (15,30] Democrat (75,100]
HS 32 (15,30] Democrat (25,35]
Coll 68 (15,30] Democrat (65,75]
Coll 76 (15,30] Republican (75,100]
CCdeg 33 (15,30] Democrat (25,35]
HSdrop 38 (15,30] Independent (35,45]
MAdeg 49 (15,30] Democrat (45,55]
Coll 61 (15,30] Republican (55,65]
HS 57 (15,30] Independent (55,65]
HS 20 (15,30] Independent (0,25]
BAdeg 63 (15,30] Independent (55,65]
HS 53 (15,30] Independent (45,55]
Coll 35 (15,30] Republican (25,35]
HS 39 (15,30] Democrat (35,45]
HS 48 (15,30] Independent (45,55]
HS 62 (15,30] Independent (55,65]
CCdeg 30 (15,30] Democrat (25,35]
BAdeg 26 (15,30] Republican (25,35]
BAdeg 74 (15,30] Republican (65,75]
CCdeg 37 (15,30] Independent (35,45]
CCdeg 43 (15,30] Democrat (35,45]
HS 68 (15,30] Republican (65,75]
CCdeg 73 (15,30] Republican (65,75]
MAdeg 60 (15,30] Republican (55,65]
HS 35 (15,30] Democrat (25,35]
BAdeg 29 (15,30] Democrat (25,35]
BAdeg 25 (15,30] Democrat (0,25]
MAdeg 25 (15,30] Democrat (0,25]
BAdeg 70 (15,30] Democrat (65,75]
HS 41 (15,30] Republican (35,45]
BAdeg 37 (15,30] Democrat (35,45]
CCdeg 39 (15,30] Republican (35,45]
Coll 35 (15,30] Democrat (25,35]
MAdeg 62 (15,30] Democrat (55,65]
MAdeg 30 (15,30] Democrat (25,35]
Coll 74 (15,30] Democrat (65,75]
HS 47 (15,30] Republican (45,55]
BAdeg 43 (15,30] Democrat (35,45]
HSdrop 64 (15,30] Republican (55,65]
Coll 75 (15,30] Independent (65,75]
BAdeg 27 (15,30] Democrat (25,35]
HS 21 (15,30] Democrat (0,25]
HSdrop 70 (15,30] Democrat (65,75]
HS 67 (15,30] Republican (65,75]
CCdeg 82 (15,30] Republican (75,100]
BAdeg 40 (15,30] Democrat (35,45]
Coll 26 (15,30] Republican (25,35]
BAdeg 29 (15,30] Democrat (25,35]
BAdeg 28 (15,30] Independent (25,35]
HS 65 (15,30] Republican (55,65]
HS 25 (15,30] Democrat (0,25]
HSdrop 65 (15,30] Democrat (55,65]
CCdeg 38 (15,30] Republican (35,45]
MAdeg 72 (15,30] Republican (65,75]
HS 67 (15,30] Democrat (65,75]
HS 74 (15,30] Democrat (65,75]
BAdeg 71 (15,30] Independent (65,75]
HS 47 (15,30] Democrat (45,55]
MS 69 (15,30] Democrat (65,75]
BAdeg 29 (15,30] Democrat (25,35]
HS 34 (15,30] Republican (25,35]
Coll 43 (15,30] Democrat (35,45]
HS 30 (15,30] Democrat (25,35]
HSdrop 76 (15,30] Democrat (75,100]
CCdeg 26 (30,45] Democrat (25,35]
CCdeg 76 (30,45] Independent (75,100]
MAdeg 42 (30,45] Democrat (35,45]
HS 33 (30,45] Republican (25,35]
HS 25 (30,45] Republican (0,25]
Coll 51 (30,45] Democrat (45,55]
HS 57 (30,45] Independent (55,65]
Coll 21 (30,45] Republican (0,25]
MAdeg 79 (30,45] Republican (75,100]
CCdeg 35 (30,45] Republican (25,35]
BAdeg 57 (30,45] Independent (55,65]
BAdeg 32 (30,45] Republican (25,35]
BAdeg 51 (30,45] Independent (45,55]
MAdeg 62 (30,45] Republican (55,65]
Coll 48 (30,45] Republican (45,55]
HS 39 (30,45] Republican (35,45]
BAdeg 26 (30,45] Republican (25,35]
HS 38 (30,45] Democrat (35,45]
Coll 50 (30,45] Democrat (45,55]
HS 33 (30,45] Independent (25,35]
HS 36 (30,45] Independent (35,45]
BAdeg 24 (30,45] Democrat (0,25]
CCdeg 25 (30,45] Democrat (0,25]
HS 62 (30,45] Democrat (55,65]
HS 33 (30,45] Republican (25,35]
BAdeg 53 (30,45] Republican (45,55]
BAdeg 68 (30,45] Republican (65,75]
HS 68 (30,45] Democrat (65,75]
HS 38 (30,45] Republican (35,45]
MS 58 (30,45] Democrat (55,65]
BAdeg 34 (30,45] Republican (25,35]
HSdrop 58 (30,45] Democrat (55,65]
CCdeg 35 (30,45] Democrat (25,35]
BAdeg 42 (30,45] Republican (35,45]
HS 54 (30,45] Democrat (45,55]
HS 69 (30,45] Republican (65,75]
Coll 35 (30,45] Democrat (25,35]
Coll 66 (30,45] Republican (65,75]
HS 58 (30,45] Democrat (55,65]
HS 41 (30,45] Democrat (35,45]
BAdeg 35 (30,45] Independent (25,35]
MAdeg 40 (30,45] Democrat (35,45]
MS 53 (30,45] Democrat (45,55]
BAdeg 67 (30,45] Republican (65,75]
CCdeg 32 (30,45] Democrat (25,35]
Coll 41 (30,45] Democrat (35,45]
MAdeg 43 (30,45] Democrat (35,45]
HSdrop 65 (30,45] Democrat (55,65]
CCdeg 60 (30,45] Democrat (55,65]
BAdeg 77 (30,45] Democrat (75,100]
Coll 35 (30,45] Democrat (25,35]
Coll 48 (30,45] Democrat (45,55]
HS 52 (30,45] Republican (45,55]
MAdeg 43 (30,45] Independent (35,45]
CCdeg 43 (30,45] Republican (35,45]
Coll 67 (30,45] Republican (65,75]
HS 56 (30,45] Democrat (55,65]
Coll 62 (30,45] Democrat (55,65]
HS 62 (30,45] Democrat (55,65]
BAdeg 22 (30,45] Democrat (0,25]
CCdeg 21 (30,45] Democrat (0,25]
HS 34 (30,45] Republican (25,35]
HS 70 (30,45] Democrat (65,75]
HS 50 (30,45] Independent (45,55]
Coll 42 (30,45] Republican (35,45]
HS 73 (30,45] Republican (65,75]
MAdeg 57 (30,45] Democrat (55,65]
BAdeg 40 (30,45] Republican (35,45]
BAdeg 58 (30,45] Republican (55,65]
HS 62 (30,45] Democrat (55,65]
HS 44 (30,45] Democrat (35,45]
BAdeg 30 (30,45] Republican (25,35]
CCdeg 76 (30,45] Democrat (75,100]
Coll 50 (30,45] Democrat (45,55]
Coll 41 (30,45] Republican (35,45]
HS 77 (30,45] Republican (75,100]
BAdeg 35 (30,45] Republican (25,35]
Coll 39 (30,45] Independent (35,45]
HS 72 (30,45] Independent (65,75]
MAdeg 42 (30,45] Republican (35,45]
HSdrop 85 (30,45] Republican (75,100]
Coll 79 (30,45] Independent (75,100]
Coll 39 (30,45] Democrat (35,45]
BAdeg 58 (30,45] Republican (55,65]
BAdeg 27 (30,45] Republican (25,35]
CCdeg 43 (30,45] Democrat (35,45]
Coll 58 (30,45] Democrat (55,65]
MAdeg 28 (30,45] Independent (25,35]
BAdeg 27 (30,45] Republican (25,35]
HS 40 (30,45] Independent (35,45]
BAdeg 43 (30,45] Democrat (35,45]
HS 64 (30,45] Republican (55,65]
BAdeg 39 (30,45] Democrat (35,45]
Coll 76 (30,45] Independent (75,100]
CCdeg 64 (30,45] Democrat (55,65]
Coll 28 (30,45] Independent (25,35]
HS 45 (30,45] Democrat (35,45]
HS 22 (30,45] Republican (0,25]
BAdeg 27 (30,45] Democrat (25,35]
Coll 31 (30,45] Democrat (25,35]
BAdeg 34 (30,45] Democrat (25,35]
Coll 30 (30,45] Democrat (25,35]
HS 64 (30,45] Republican (55,65]
BAdeg 36 (30,45] Independent (35,45]
HSdrop 31 (30,45] Independent (25,35]
HS 37 (30,45] Republican (35,45]
HS 48 (30,45] Democrat (45,55]
HS 41 (30,45] Independent (35,45]
Coll 25 (30,45] Republican (0,25]
HS 82 (30,45] Republican (75,100]
MAdeg 36 (30,45] Independent (35,45]
HS 47 (30,45] Democrat (45,55]
Coll 67 (30,45] Democrat (65,75]
Coll 24 (30,45] Republican (0,25]
BAdeg 33 (30,45] Republican (25,35]
Coll 59 (30,45] Democrat (55,65]
Coll 71 (30,45] Republican (65,75]
HS 36 (30,45] Republican (35,45]
HS 41 (30,45] Democrat (35,45]
BAdeg 38 (30,45] Republican (35,45]
HS 32 (30,45] Republican (25,35]
Coll 32 (30,45] Democrat (25,35]
BAdeg 75 (30,45] Democrat (65,75]
HS 52 (30,45] Independent (45,55]
MAdeg 29 (30,45] Democrat (25,35]
HS 71 (30,45] Democrat (65,75]
BAdeg 33 (30,45] Independent (25,35]
MAdeg 67 (30,45] Independent (65,75]
Coll 49 (30,45] Republican (45,55]
MAdeg 31 (30,45] Democrat (25,35]
HSdrop 53 (30,45] Democrat (45,55]
MAdeg 35 (30,45] Democrat (25,35]
MAdeg 49 (30,45] Republican (45,55]
HS 74 (30,45] Democrat (65,75]
Coll 29 (30,45] Republican (25,35]
BAdeg 27 (30,45] Democrat (25,35]
Coll 70 (30,45] Republican (65,75]
BAdeg 43 (30,45] Republican (35,45]
MAdeg 47 (30,45] Independent (45,55]
MAdeg 42 (30,45] Democrat (35,45]
BAdeg 41 (30,45] Republican (35,45]
Coll 37 (30,45] Republican (35,45]
HS 61 (30,45] Democrat (55,65]
Coll 84 (30,45] Democrat (75,100]
BAdeg 46 (30,45] Democrat (45,55]
MAdeg 39 (30,45] Republican (35,45]
HS 53 (30,45] Democrat (45,55]
BAdeg 87 (30,45] Republican (75,100]
HS 51 (30,45] Democrat (45,55]
CCdeg 37 (30,45] Independent (35,45]
BAdeg 37 (30,45] Independent (35,45]
BAdeg 40 (30,45] Republican (35,45]
BAdeg 46 (30,45] Independent (45,55]
HS 44 (30,45] Independent (35,45]
HS 37 (30,45] Democrat (35,45]
MAdeg 55 (30,45] Independent (45,55]
BAdeg 40 (30,45] Democrat (35,45]
MAdeg 42 (30,45] Democrat (35,45]
HS 40 (30,45] Republican (35,45]
HS 32 (30,45] Republican (25,35]
MAdeg 58 (30,45] Independent (55,65]
HS 37 (30,45] Independent (35,45]
HS 51 (30,45] Republican (45,55]
CCdeg 44 (30,45] Republican (35,45]
HSdrop 23 (30,45] Democrat (0,25]
HS 38 (30,45] Republican (35,45]
MAdeg 42 (30,45] Democrat (35,45]
Coll 60 (30,45] Independent (55,65]
Coll 34 (30,45] Democrat (25,35]
HS 49 (30,45] Republican (45,55]
HS 40 (30,45] Independent (35,45]
Coll 23 (30,45] Democrat (0,25]
HS 47 (30,45] Democrat (45,55]
CCdeg 44 (30,45] Democrat (35,45]
MAdeg 37 (30,45] Democrat (35,45]
CCdeg 26 (30,45] Republican (25,35]
Coll 51 (30,45] Independent (45,55]
HS 69 (30,45] Democrat (65,75]
BAdeg 36 (30,45] Democrat (35,45]
Coll 28 (30,45] Independent (25,35]
Coll 40 (45,60] Republican (35,45]
Coll 45 (45,60] Republican (35,45]
BAdeg 75 (45,60] Republican (65,75]
BAdeg 32 (45,60] Republican (25,35]
HS 27 (45,60] Democrat (25,35]
BAdeg 63 (45,60] Independent (55,65]
MAdeg 79 (45,60] Republican (75,100]
BAdeg 40 (45,60] Democrat (35,45]
BAdeg 57 (45,60] Democrat (55,65]
BAdeg 44 (45,60] Democrat (35,45]
BAdeg 78 (45,60] Republican (75,100]
MAdeg 58 (45,60] Republican (55,65]
HS 55 (45,60] Democrat (45,55]
BAdeg 25 (45,60] Independent (0,25]
MAdeg 27 (45,60] Democrat (25,35]
HS 21 (45,60] Independent (0,25]
Coll 37 (45,60] Republican (35,45]
HS 31 (45,60] Republican (25,35]
MAdeg 85 (45,60] Democrat (75,100]
HS 33 (45,60] Republican (25,35]
HSdrop 63 (45,60] Independent (55,65]
HS 51 (45,60] Democrat (45,55]
HS 46 (45,60] Democrat (45,55]
CCdeg 26 (45,60] Republican (25,35]
BAdeg 57 (45,60] Democrat (55,65]
HS 48 (45,60] Democrat (45,55]
HS 55 (45,60] Republican (45,55]
CCdeg 37 (45,60] Democrat (35,45]
HS 39 (45,60] Republican (35,45]
HS 24 (45,60] Democrat (0,25]
BAdeg 30 (45,60] Republican (25,35]
MAdeg 36 (45,60] Democrat (35,45]
HS 45 (45,60] Independent (35,45]
HS 29 (45,60] Independent (25,35]
Coll 41 (45,60] Republican (35,45]
CCdeg 28 (45,60] Independent (25,35]
Coll 35 (45,60] Democrat (25,35]
Coll 46 (45,60] Democrat (45,55]
Coll 55 (45,60] Democrat (45,55]
Coll 65 (45,60] Republican (55,65]
Coll 22 (45,60] Democrat (0,25]
Coll 41 (45,60] Democrat (35,45]
MAdeg 43 (45,60] Independent (35,45]
Coll 49 (45,60] Democrat (45,55]
MAdeg 35 (45,60] Independent (25,35]
HS 80 (45,60] Democrat (75,100]
Coll 57 (45,60] Democrat (55,65]
HS 48 (45,60] Democrat (45,55]
BAdeg 43 (45,60] Independent (35,45]
Coll 34 (45,60] Democrat (25,35]
CCdeg 44 (45,60] Democrat (35,45]
BAdeg 49 (45,60] Independent (45,55]
MAdeg 43 (45,60] Independent (35,45]
Coll 39 (45,60] Republican (35,45]
HS 27 (45,60] Democrat (25,35]
BAdeg 30 (45,60] Republican (25,35]
BAdeg 33 (45,60] Independent (25,35]
CCdeg 32 (45,60] Democrat (25,35]
BAdeg 31 (45,60] Republican (25,35]
CCdeg 27 (45,60] Independent (25,35]
Coll 36 (45,60] Democrat (35,45]
CCdeg 45 (45,60] Independent (35,45]
HS 51 (45,60] Independent (45,55]
Coll 36 (45,60] Republican (35,45]
MAdeg 47 (45,60] Independent (45,55]
BAdeg 42 (45,60] Democrat (35,45]
BAdeg 70 (45,60] Republican (65,75]
Coll 40 (45,60] Independent (35,45]
HS 38 (45,60] Democrat (35,45]
HS 29 (45,60] Independent (25,35]
HS 58 (45,60] Republican (55,65]
HS 28 (45,60] Independent (25,35]
Coll 30 (45,60] Republican (25,35]
CCdeg 48 (45,60] Independent (45,55]
Coll 35 (45,60] Republican (25,35]
HS 38 (45,60] Democrat (35,45]
MAdeg 56 (45,60] Independent (55,65]
Coll 62 (45,60] Republican (55,65]
Coll 56 (45,60] Republican (55,65]
HS 32 (45,60] Republican (25,35]
CCdeg 50 (45,60] Democrat (45,55]
BAdeg 45 (45,60] Democrat (35,45]
BAdeg 36 (45,60] Democrat (35,45]
Coll 49 (45,60] Republican (45,55]
BAdeg 31 (45,60] Republican (25,35]
MAdeg 33 (45,60] Independent (25,35]
Coll 35 (45,60] Republican (25,35]
Coll 73 (45,60] Independent (65,75]
CCdeg 54 (45,60] Republican (45,55]
HS 48 (45,60] Democrat (45,55]
Coll 65 (45,60] Independent (55,65]
Coll 46 (45,60] Republican (45,55]
MAdeg 45 (45,60] Democrat (35,45]
MAdeg 65 (45,60] Republican (55,65]
BAdeg 45 (45,60] Republican (35,45]
MAdeg 89 (45,60] Independent (75,100]
Coll 32 (45,60] Independent (25,35]
Coll 38 (45,60] Democrat (35,45]
Coll 33 (45,60] Republican (25,35]
MAdeg 49 (45,60] Republican (45,55]
BAdeg 64 (45,60] Republican (55,65]
Coll 55 (45,60] Democrat (45,55]
MAdeg 56 (45,60] Democrat (55,65]
BAdeg 30 (45,60] Republican (25,35]
MAdeg 41 (45,60] Republican (35,45]
CCdeg 39 (45,60] Republican (35,45]
HS 34 (45,60] Independent (25,35]
HS 53 (45,60] Democrat (45,55]
BAdeg 40 (45,60] Independent (35,45]
BAdeg 48 (45,60] Democrat (45,55]
Coll 59 (45,60] Republican (55,65]
Coll 54 (45,60] Independent (45,55]
BAdeg 41 (45,60] Democrat (35,45]
BAdeg 41 (45,60] Democrat (35,45]
MAdeg 63 (45,60] Independent (55,65]
HS 39 (45,60] Independent (35,45]
HS 46 (45,60] Independent (45,55]
HS 55 (45,60] Democrat (45,55]
HS 42 (45,60] Independent (35,45]
HSdrop 58 (45,60] Independent (55,65]
Coll 42 (45,60] Independent (35,45]
BAdeg 40 (45,60] Independent (35,45]
BAdeg 56 (45,60] Democrat (55,65]
Coll 37 (45,60] Independent (35,45]
BAdeg 37 (45,60] Independent (35,45]
BAdeg 49 (45,60] Republican (45,55]
Coll 63 (45,60] Republican (55,65]
MAdeg 30 (45,60] Republican (25,35]
CCdeg 62 (45,60] Independent (55,65]
BAdeg 30 (45,60] Democrat (25,35]
BAdeg 34 (45,60] Republican (25,35]
Coll 41 (45,60] Republican (35,45]
HS 43 (45,60] Republican (35,45]
CCdeg 33 (45,60] Independent (25,35]
MAdeg 67 (45,60] Republican (65,75]
CCdeg 55 (45,60] Democrat (45,55]
CCdeg 33 (45,60] Democrat (25,35]
Coll 61 (45,60] Republican (55,65]
HS 45 (45,60] Independent (35,45]
HS 34 (45,60] Democrat (25,35]
HS 35 (45,60] Republican (25,35]
BAdeg 50 (45,60] Independent (45,55]
